EC number	SuperFamilyCount	ProteinCount	Entries
('5.3.1.17',)	1	93	"{""('SSF51182',)"": [""Q46938"", ""A1JMF5"", ""A3PLM1"", ""A4TLE6"", ""A4WE30"", ""A4WV81"", ""A6W4E9"", ""A7FHE3"", ""A7MPJ5"", ""A7ZQV1"", ""A8A3X7"", ""A8FI32"", ""A9KNI2"", ""A9N3I7"", ""A9R0C4"", ""B0RLD0"", ""B1IU01"", ""B1JJ01"", ""B1LR41"", ""B1XED7"", ""B1ZP50"", ""B2K682"", ""B2T4U5"", ""B2TYP7"", ""B3WB42"", ""B4EH54"", ""B4RGF4"", ""B4T512"", ""B4TGS4"", ""B4TUN8"", ""B5BFI4"", ""B5F4W4"", ""B5FUC8"", ""B5QWV0"", ""B5RDZ4"", ""B5Z4G1"", ""B6I6W8"", ""B7LF20"", ""B7LY99"", ""B7MM49"", ""B7MZE3"", ""B7N775"", ""B7NVY9"", ""B7UHR2"", ""B8H5V5"", ""B9KKM8"", ""B9MNC2"", ""C0PXK7"", ""C4LDM6"", ""C4Z0J8"", ""C5A0C6"", ""C5BFL5"", ""P50843"", ""Q034I2"", ""Q03U25"", ""Q05529"", ""Q0T121"", ""Q0TDY9"", ""Q1C713"", ""Q1CIE6"", ""Q1R7G9"", ""Q31XE5"", ""Q3BZD0"", ""Q3J0N0"", ""Q3YY15"", ""Q4V0C6"", ""Q57K99"", ""Q5LJ16"", ""Q5PEP3"", ""Q5WJC2"", ""Q650K4"", ""Q65E69"", ""Q669X6"", ""Q832G5"", ""Q838L9"", ""Q83QB2"", ""Q8A0B5"", ""Q8A2S4"", ""Q8EMM9"", ""Q8FE97"", ""Q8PE32"", ""Q8PR01"", ""Q8UB75"", ""Q8X6I8"", ""Q8Z3Z9"", ""Q8ZFH8"", ""Q8ZM98"", ""Q92V09"", ""Q930T2"", ""Q9A873"", ""Q9KAX0"", ""Q9XB53"", ""T2KN98""]}"
('5.3.1.22',)	1	9	"{""('SSF51658',)"": [""P30147"", ""Q5T013"", ""P36951"", ""Q11185"", ""Q44015"", ""Q6NUD4"", ""Q7T3H9"", ""Q8R1F5"", ""Q9Z596""]}"
('5.3.1.23',)	1	291	"{""('SSF100950',)"": [""O31662"", ""Q9BV20"", ""B7MMH6"", ""Q06489"", ""Q2RXI0"", ""A0LIZ1"", ""A0RI38"", ""A1CGN9"", ""A1CY38"", ""A2ZCP0"", ""A3DD27"", ""A3LN21"", ""A4HQ10"", ""A4ICE5"", ""A4ILL1"", ""A4S068"", ""A4VLZ8"", ""A5DNT0"", ""A5DUX4"", ""A6LE92"", ""A6R364"", ""A6RHT9"", ""A6ULQ4"", ""A6ZWZ9"", ""A7EGZ3"", ""A7GS56"", ""A7RF00"", ""A7TSA5"", ""A7Z3X0"", ""A8FCG5"", ""A8XDI8"", ""A9AYL1"", ""A9FD66"", ""A9JRE2"", ""A9UQ62"", ""A9VFD5"", ""A9WGQ8"", ""B0D0U4"", ""B0JPT8"", ""B0RUX9"", ""B0Y5C3"", ""B1WQH2"", ""B1XJK0"", ""B2A5S2"", ""B2AML6"", ""B2J5P6"", ""B2VZQ8"", ""B3LK82"", ""B3M098"", ""B3P538"", ""B3RLE6"", ""B4GYU1"", ""B4I029"", ""B4JRX2"", ""B4K8A4"", ""B4LWZ8"", ""B4NG41"", ""B4PNE2"", ""B4QSM8"", ""B5VTQ8"", ""B5YGA0"", ""B6H5R4"", ""B6K4Q2"", ""B6QRG1"", ""B6TZD1"", ""B8C6V3"", ""B8J4S7"", ""B8M7D2"", ""B8PBR2"", ""B9HCR2"", ""B9RR88"", ""B9WAG5"", ""C0P108"", ""C0QUC0"", ""C0S1C8"", ""C1DRQ7"", ""C1G9Q3"", ""C4JWQ7"", ""C4QYS6"", ""C4YC37"", ""C4YJ78"", ""C5D7U5"", ""C5DHL1"", ""C5DU12"", ""C5FY68"", ""C5GGE5"", ""C5JGS0"", ""C5M614"", ""C5PBM5"", ""C7GXT0"", ""C7Z638"", ""C8ZJE0"", ""C9SB02"", ""D0A8W2"", ""D2VAA9"", ""D7TCD0"", ""O60185"", ""P0CI29"", ""P0CN40"", ""P0CN41"", ""P74497"", ""Q0CFY3"", ""Q0ITU1"", ""Q0VFN1"", ""Q0ZB81"", ""Q16I17"", ""Q1ISH2"", ""Q29BB3"", ""Q2GM68"", ""Q2LXN1"", ""Q2NL31"", ""Q2UIM3"", ""Q31LP7"", ""Q383H9"", ""Q3ABU6"", ""Q3BV11"", ""Q3Z937"", ""Q4CY36"", ""Q4D6B2"", ""Q4FZP2"", ""Q4Q0R9"", ""Q4WNI1"", ""Q4ZQ92"", ""Q5AD59"", ""Q5B590"", ""Q5H060"", ""Q5HZE4"", ""Q5L1E6"", ""Q5SJE2"", ""Q635P7"", ""Q65KK2"", ""Q6BZH5"", ""Q6CGS4"", ""Q6CQP3"", ""Q6FVY2"", ""Q6HED3"", ""Q72FX9"", ""Q731R7"", ""Q746Y8"", ""Q75EI1"", ""Q7NP62"", ""Q7PKS9"", ""Q7S4G7"", ""Q7U4V1"", ""Q7UF90"", ""Q819F2"", ""Q81MJ6"", ""Q885T7"", ""Q8F2A8"", ""Q8KBH1"", ""Q8PAB2"", ""Q8R9L7"", ""Q92TI2"", ""Q93169"", ""Q948X8"", ""Q9AYT7"", ""Q9CQT1"", ""Q9HZ65"", ""Q9PAG5"", ""Q9V9X4"", ""Q9X013"", ""Q9ZUG4"", ""A0L909"", ""A1ALC1"", ""A1JP09"", ""A1U3J9"", ""A1VHH2"", ""A1WUJ7"", ""A4J678"", ""A4TPM9"", ""A4W7Z1"", ""A4XKS3"", ""A4XTE5"", ""A5D1G8"", ""A5FRU8"", ""A5FUV7"", ""A5G9J7"", ""A5IIM2"", ""A5UQK6"", ""A5W7G2"", ""A6LJM7"", ""A6T656"", ""A6V2Q6"", ""A6X8E9"", ""A7FLL1"", ""A7HIG6"", ""A7HN79"", ""A7MKX3"", ""A7NFR2"", ""A8ANI3"", ""A8F3A3"", ""A8F7V1"", ""A8GAB1"", ""A8YD90"", ""A8ZYA5"", ""A9BHC5"", ""A9R2Z5"", ""B0C8J2"", ""B0K2V6"", ""B0K8S2"", ""B0KTX5"", ""B0SFD6"", ""B0SNY3"", ""B0TH58"", ""B0U5G3"", ""B1I2P1"", ""B1J5G5"", ""B1JIK3"", ""B1LC23"", ""B1YIY4"", ""B1ZL76"", ""B2FKI7"", ""B2I9S0"", ""B2K633"", ""B2SIW1"", ""B2V8N9"", ""B3E3M5"", ""B4SP84"", ""B4UIU8"", ""B5ED21"", ""B5XZW2"", ""B6IUC1"", ""B7IFW5"", ""B7KZ66"", ""B7NGT8"", ""B7V9J7"", ""B8DQQ9"", ""B8ES44"", ""B8FLU0"", ""B8FRM1"", ""B8GRR4"", ""B8IEX1"", ""B9KA57"", ""B9KQ55"", ""B9LBK4"", ""B9LZ20"", ""C1A6J9"", ""C6C0F7"", ""C6DCZ1"", ""C6E6Z4"", ""O27900"", ""O29877"", ""O58433"", ""Q028S4"", ""Q02PX5"", ""Q04RD6"", ""Q053E2"", ""Q0AA70"", ""Q0AYV4"", ""Q0VPK6"", ""Q113K5"", ""Q1IDA4"", ""Q21S04"", ""Q24UA0"", ""Q2IH96"", ""Q2NFJ6"", ""Q2P337"", ""Q2SE63"", ""Q2VZP8"", ""Q30P36"", ""Q317L9"", ""Q39ZK3"", ""Q3A2J8"", ""Q3AMB7"", ""Q3AWF5"", ""Q3J8U5"", ""Q3K8T8"", ""Q3M785"", ""Q3ZZT1"", ""Q47AR7"", ""Q48FM6"", ""Q4JB92"", ""Q4K8M6"", ""Q4UTB3"", ""Q57896"", ""Q5FQK0"", ""Q5N076"", ""Q606P2"", ""Q66E16"", ""Q67MP0"", ""Q72JR1"", ""Q72T46"", ""Q87A92"", ""Q88M09"", ""Q8DK09"", ""Q8PM04"", ""Q8TUJ1"", ""Q8U178"", ""Q8YR82"", ""Q9UZ16"", ""Q9YE84""]}"
('5.3.1.24',)	1	318	"{""('SSF51366',)"": [""Q42440"", ""P00912"", ""Q42527"", ""Q8LPI9"", ""A0AJ81"", ""A0B9D8"", ""A0LA38"", ""A0RB63"", ""A1ANJ2"", ""A1B8L1"", ""A1BEZ1"", ""A1KSV1"", ""A1RVT3"", ""A1U0X4"", ""A1WY07"", ""A2SHS5"", ""A3DDS6"", ""A3PPV2"", ""A4FXH5"", ""A4G4G1"", ""A4IQ83"", ""A4J148"", ""A4SF78"", ""A4VKF4"", ""A4WKQ6"", ""A4YJI7"", ""A5E8A5"", ""A5FZ94"", ""A5GES5"", ""A5IBF6"", ""A5IKT2"", ""A5N7N9"", ""A5UYU9"", ""A5W6Y0"", ""A6L7N0"", ""A6L9J9"", ""A6LU95"", ""A6Q1S6"", ""A6QC86"", ""A6UEI0"", ""A6UP16"", ""A6UW24"", ""A6V2W1"", ""A6VFU0"", ""A6VWY4"", ""A7HPD4"", ""A7I4T5"", ""A7NS83"", ""A7X235"", ""A7Z617"", ""A8AW04"", ""A8FKD6"", ""A8HQ40"", ""A9AAU4"", ""A9BHQ4"", ""A9IRJ9"", ""A9KL42"", ""A9M342"", ""A9M9U3"", ""A9VJW1"", ""B0B7P4"", ""B0BBV9"", ""B0CA72"", ""B0CJK9"", ""B0JNJ4"", ""B0K2U0"", ""B0K8T5"", ""B0KF94"", ""B0R621"", ""B0RR82"", ""B0T692"", ""B0U6K5"", ""B1GZC1"", ""B1I3Z6"", ""B1I7S8"", ""B1J538"", ""B1LA13"", ""B1WT19"", ""B1XNB2"", ""B1XY47"", ""B2FNZ5"", ""B2I9J1"", ""B2IKV4"", ""B2J1L6"", ""B2S9A6"", ""B2SVN9"", ""B2U6Z0"", ""B2V7Q4"", ""B3E754"", ""B3EKM6"", ""B3PFN8"", ""B3PVV1"", ""B3Q604"", ""B3QMF2"", ""B3QS44"", ""B3W6W7"", ""B4RJU3"", ""B4S715"", ""B4SD44"", ""B4SQV5"", ""B5E7M4"", ""B5EBV0"", ""B5YKL4"", ""B5ZV69"", ""B6IVY6"", ""B6JCP1"", ""B7HH00"", ""B7I0F1"", ""B7IM75"", ""B7J4T0"", ""B7JES9"", ""B7JUH3"", ""B7KC08"", ""B7VBQ7"", ""B8DHB3"", ""B8FA39"", ""B8FVH4"", ""B8J162"", ""B8ZN60"", ""B9DP52"", ""B9E150"", ""B9IU37"", ""B9JG42"", ""B9JXV5"", ""B9K6Z3"", ""B9LQ97"", ""B9M5M0"", ""C0RFZ5"", ""C0ZCE4"", ""C1C967"", ""C1CG43"", ""C1CMD4"", ""C1CT52"", ""C1DQD4"", ""C1ELE9"", ""C1KVS6"", ""C3JZS5"", ""C3LAV9"", ""C3MB98"", ""C3P3T9"", ""C6C1D3"", ""C6DYM2"", ""O13504"", ""O27695"", ""O28671"", ""O67853"", ""O84331"", ""P12289"", ""P13997"", ""P14718"", ""P16923"", ""P17218"", ""P20167"", ""P26941"", ""P43073"", ""P50386"", ""P50857"", ""P52563"", ""P67003"", ""P67004"", ""P67005"", ""P67006"", ""P67007"", ""P70938"", ""P74435"", ""Q01128"", ""Q01NI7"", ""Q02002"", ""Q02PS6"", ""Q03CY2"", ""Q04IY8"", ""Q04RT3"", ""Q051T8"", ""Q07UH2"", ""Q0AGX6"", ""Q0ATJ7"", ""Q0B004"", ""Q0BQI7"", ""Q0BWJ4"", ""Q0VPI8"", ""Q0W628"", ""Q10XS2"", ""Q11KK8"", ""Q13EQ3"", ""Q1AU93"", ""Q1CZH4"", ""Q1GK79"", ""Q1ICS3"", ""Q1MND7"", ""Q1QS32"", ""Q1QY43"", ""Q21CB8"", ""Q24SK5"", ""Q254S9"", ""Q28LA8"", ""Q2FH65"", ""Q2FYR5"", ""Q2J2G3"", ""Q2JPT2"", ""Q2JW90"", ""Q2KE83"", ""Q2KYM1"", ""Q2LUD8"", ""Q2N9N2"", ""Q2P0U0"", ""Q2RIT8"", ""Q2RNS6"", ""Q2S1Z4"", ""Q2SJD2"", ""Q2W020"", ""Q2Y7R3"", ""Q2YQW4"", ""Q2YXU8"", ""Q31R79"", ""Q39SQ9"", ""Q3AQC1"", ""Q3B533"", ""Q3BRL1"", ""Q3IQ37"", ""Q3JCB9"", ""Q3KF16"", ""Q3KM33"", ""Q3MA33"", ""Q3SHL8"", ""Q3SWL7"", ""Q3Z6G4"", ""Q3ZZ13"", ""Q47HQ6"", ""Q48L25"", ""Q4J8X6"", ""Q4KEZ9"", ""Q4L678"", ""Q4UWD4"", ""Q4ZVW1"", ""Q56320"", ""Q57893"", ""Q57AE9"", ""Q59649"", ""Q5F9X5"", ""Q5GXR3"", ""Q5HG48"", ""Q5HPH1"", ""Q5HWC0"", ""Q5N322"", ""Q5NPZ5"", ""Q5V212"", ""Q5WGS2"", ""Q5WX33"", ""Q5X5Q3"", ""Q5XQP9"", ""Q5ZVY5"", ""Q63EC8"", ""Q65I34"", ""Q67PJ5"", ""Q6G9I8"", ""Q6GH34"", ""Q6HLU5"", ""Q6LYI7"", ""Q6NDN7"", ""Q71Z39"", ""Q72RH2"", ""Q73BQ8"", ""Q74AH7"", ""Q757J9"", ""Q7NML1"", ""Q7VY68"", ""Q7W923"", ""Q7WKG8"", ""Q81GG6"", ""Q81TL9"", ""Q822W4"", ""Q82WI3"", ""Q875I3"", ""Q87DS0"", ""Q87YI1"", ""Q88LE0"", ""Q88WI1"", ""Q89WE6"", ""Q8CSN5"", ""Q8DGP3"", ""Q8DNM7"", ""Q8DVF4"", ""Q8ESU3"", ""Q8F495"", ""Q8KEH1"", ""Q8P7R6"", ""Q8PJ26"", ""Q8PRX4"", ""Q8PT98"", ""Q8R9M8"", ""Q8TLP6"", ""Q8TXZ9"", ""Q8U092"", ""Q8UJB1"", ""Q8XXX9"", ""Q8Y6Q5"", ""Q8YLL0"", ""Q8ZV18"", ""Q92B80"", ""Q92TD0"", ""Q979V6"", ""Q97EF4"", ""Q97P31"", ""Q98CN8"", ""Q9HFW8"", ""Q9HPG4"", ""Q9JVD1"", ""Q9K0C6"", ""Q9KCB1"", ""Q9PDK5"", ""Q9PIF3"", ""Q9PK67"", ""Q9RY28"", ""Q9S3U4"", ""Q9V1G7"", ""Q9X4E3"", ""Q9Y8T6"", ""Q9YGB1""]}"
('5.3.1.26',)	1	112	"{""('SSF89623',)"": [""P23494"", ""P23495"", ""Q48RW0"", ""A2RD12"", ""A3CPH6"", ""A4VV69"", ""A4W1H6"", ""A5IUY3"", ""A5IUY4"", ""A6QJ38"", ""A6QJ39"", ""A6U3S4"", ""A6U3S5"", ""A7X578"", ""A7X579"", ""A8YYG1"", ""A8Z305"", ""B1IBZ6"", ""B1IBZ7"", ""B2IPT5"", ""B2IPT6"", ""B4U1F8"", ""B4U1F9"", ""B5E4T1"", ""B5E4T2"", ""B8ZQ65"", ""B8ZQ66"", ""C0M8Q6"", ""C0M8Q7"", ""C0MDX5"", ""C0MDX6"", ""C1C7G1"", ""C1C7G2"", ""C1CEF3"", ""C1CEF4"", ""C1CKT8"", ""C1CKT9"", ""C1CRA4"", ""C1CRA5"", ""P0C1R5"", ""P0C1R6"", ""P0DC04"", ""P0DC05"", ""P0DC06"", ""P0DC07"", ""P0DC08"", ""P0DC09"", ""P0DC10"", ""P0DC11"", ""P26423"", ""P26424"", ""P65250"", ""P65251"", ""P65252"", ""P65646"", ""P65647"", ""P68797"", ""Q04KC1"", ""Q04KC2"", ""Q1J9U7"", ""Q1JJZ6"", ""Q2FET7"", ""Q2FET8"", ""Q2G2R0"", ""Q2G2R4"", ""Q2YYJ3"", ""Q2YYJ4"", ""Q3JZ18"", ""Q3JZ19"", ""Q48RC2"", ""Q48RC3"", ""Q48RV9"", ""Q4L873"", ""Q4L874"", ""Q5HE10"", ""Q5HE11"", ""Q5HM35"", ""Q5HM36"", ""Q5X9Y1"", ""Q5X9Y2"", ""Q5XAI1"", ""Q5XAI2"", ""Q6G7B9"", ""Q6G7C0"", ""Q6GEN4"", ""Q6GEN5"", ""Q7CMS1"", ""Q833U3"", ""Q833U4"", ""Q8CRJ2"", ""Q8CRJ3"", ""Q8DPN9"", ""Q8DPP0"", ""Q8DXC0"", ""Q8DXC1"", ""Q8E344"", ""Q8E345"", ""Q8E4R5"", ""Q8E4R6"", ""Q8NZD8"", ""Q8NZV6"", ""Q8NZV7"", ""Q8XNK6"", ""Q8XNK7"", ""Q97F01"", ""Q97F02"", ""Q97QL0"", ""Q97QL1"", ""Q99Y12"", ""Q99Y13"", ""Q99YH1"", ""Q99YH2""]}"
('5.3.1.27',)	1	4	"{""('SSF53697',)"": [""P42404"", ""Q58644"", ""Q9LBW5"", ""Q9S0X3""]}"
('5.3.1.28',)	1	208	"{""('SSF53697',)"": [""P63224"", ""P9WGG1"", ""Q93UJ2"", ""P0A0Y6"", ""P63223"", ""Q9AGY7"", ""Q9HVZ0"", ""Q9PMN3"", ""A0KIK9"", ""A0L231"", ""A1AV13"", ""A1BJG0"", ""A1JP02"", ""A1K3T2"", ""A1KET4"", ""A1KWG6"", ""A1RPP6"", ""A1SB02"", ""A1SUJ5"", ""A1WYV6"", ""A2SMC9"", ""A3DA03"", ""A3N0F8"", ""A3Q9E9"", ""A4SGN4"", ""A4SPH9"", ""A4TPM1"", ""A4W6W5"", ""A4YBR9"", ""A4YYB9"", ""A5EN81"", ""A5G5G9"", ""A5TYI7"", ""A5UCS8"", ""A5UIU8"", ""A5UVV6"", ""A5W8R3"", ""A6Q4Z5"", ""A6T518"", ""A6VB98"", ""A6VLR0"", ""A6WTQ0"", ""A7FLK2"", ""A7MI45"", ""A7ZE25"", ""A7ZHY1"", ""A7ZWI6"", ""A8EVR5"", ""A8FMK7"", ""A8G184"", ""A8GAB6"", ""A8GZ41"", ""A9KBY6"", ""A9L683"", ""A9M479"", ""A9MY16"", ""A9NAA5"", ""A9R2Y9"", ""B0BP79"", ""B0KFT9"", ""B0SHL8"", ""B0SR27"", ""B0TL65"", ""B0USS3"", ""B1IPP6"", ""B1J1X7"", ""B1JIJ3"", ""B1KP81"", ""B1LHM8"", ""B1WYG5"", ""B1XD84"", ""B2U3R4"", ""B2UNE0"", ""B2USX3"", ""B2VIQ7"", ""B3E5N0"", ""B3EHV1"", ""B3H1D8"", ""B3QL68"", ""B4EUT1"", ""B4RQP9"", ""B4RXI5"", ""B4SGD2"", ""B4SVV2"", ""B4T7P3"", ""B4TYM6"", ""B5BDQ9"", ""B5EGN2"", ""B5EWJ3"", ""B5FJW2"", ""B5R470"", ""B5R5Q7"", ""B5Y1F4"", ""B5YJT7"", ""B5Z0M1"", ""B6HZW0"", ""B6J2U5"", ""B6J4R0"", ""B6JM81"", ""B7LHF3"", ""B7LW94"", ""B7M252"", ""B7MC74"", ""B7MQ59"", ""B7N8A8"", ""B7NKV9"", ""B7UJB5"", ""B7UZK3"", ""B8CNK0"", ""B8D7E7"", ""B8D943"", ""B8DKW0"", ""B8EBE0"", ""B8F3D3"", ""B8J0B1"", ""B9KFJ1"", ""B9M5R7"", ""C1AJD9"", ""C1D5I3"", ""C1DQ86"", ""C3KBY0"", ""C4K7X8"", ""C4LC62"", ""C4XJU6"", ""C4ZRV8"", ""C5B7W2"", ""C6C0L8"", ""C6DCY7"", ""C6E6C5"", ""O25528"", ""O67054"", ""O87340"", ""P0A0Y5"", ""P0A605"", ""P45093"", ""P57338"", ""P57814"", ""P63222"", ""P63225"", ""P63226"", ""P63227"", ""P9WGG0"", ""Q02H15"", ""Q04RN4"", ""Q051Y7"", ""Q088R5"", ""Q0A6I9"", ""Q0BRW8"", ""Q0HDW8"", ""Q0I041"", ""Q0TL93"", ""Q11Y71"", ""Q12SK9"", ""Q15PJ1"", ""Q1C4C6"", ""Q1CLE7"", ""Q1CT15"", ""Q1I5A5"", ""Q1QVF5"", ""Q2KU87"", ""Q2NVF5"", ""Q2RR43"", ""Q2WBD9"", ""Q30T29"", ""Q325S4"", ""Q32JN6"", ""Q39X62"", ""Q3A538"", ""Q3AUB6"", ""Q3JP41"", ""Q3K731"", ""Q3SMI5"", ""Q3Z5B4"", ""Q47IS3"", ""Q47VU0"", ""Q4QLB7"", ""Q4ZNX7"", ""Q55797"", ""Q57SU4"", ""Q58731"", ""Q5F5E3"", ""Q5P6Y3"", ""Q5PF73"", ""Q60CC5"", ""Q6D1H3"", ""Q72AV1"", ""Q72RC1"", ""Q74BF4"", ""Q7M9U0"", ""Q7N7F7"", ""Q7VFZ4"", ""Q83AY4"", ""Q87MG7"", ""Q8DBC5"", ""Q8EK08"", ""Q8F4E9"", ""Q8K9R9"", ""Q8KAW3"", ""Q8R6A2"", ""Q8ZBY7"", ""Q97A25"", ""Q97EQ4"", ""Q9AI36"", ""Q9HJV9"", ""Q9KPY2"", ""Q9PNE6"", ""Q9Z5B6"", ""Q9ZKZ1""]}"
('5.3.1.29',)	1	8	"{""('SSF100950',)"": [""Q5JFM9"", ""D2RW80"", ""D4GV73"", ""Q8U4G6"", ""O28242"", ""O57947"", ""Q57586"", ""Q9V281""]}"
('5.3.1.30',)	1	14	"{""('SSF51182',)"": [""A4IPB4"", ""A5YBJ4"", ""A7BJC5"", ""A7ZAI0"", ""B8DCT7"", ""C1KZA0"", ""P42413"", ""Q5KYR2"", ""Q5WKZ0"", ""Q65D01"", ""Q723T0"", ""Q8Y9Y3"", ""Q92EQ6"", ""Q9KAG7""]}"
('5.3.1.32',)	1	26	"{""('SSF54909',)"": [""P64461"", ""A1JJ50"", ""A4TQM0"", ""A4WEQ9"", ""A6TEB3"", ""A7FMK2"", ""A8A071"", ""A9MZG6"", ""A9R0S7"", ""B1IRU2"", ""B1JLQ5"", ""B1LF97"", ""B1XEA6"", ""B2K3F6"", ""P64462"", ""Q0T4L3"", ""Q1C133"", ""Q1CN20"", ""Q57HD8"", ""Q5PJE2"", ""Q66EZ4"", ""Q7CG46"", ""Q7N2D5"", ""Q83L16"", ""Q8Z2Y0"", ""Q8ZKP9""]}"
('5.3.1.33',)	1	10	"{""('SSF51351',)"": [""A0R756"", ""Q2YIQ6"", ""B9JN20"", ""P0C119"", ""Q2JZQ2"", ""Q6D8V5"", ""Q8FVH2"", ""Q8YCV3"", ""Q92NH8"", ""Q986N6""]}"
('5.3.1.34',)	1	5	"{""('SSF89623',)"": [""A0QXE5"", ""A0R757"", ""Q9ZB26"", ""B9JN19"", ""Q6D8V9""]}"
('5.3.1.35',)	1	4	"{""('SSF51658',)"": [""Q0KBD1"", ""Q46891"", ""Q57151"", ""Q6CZ23""]}"
('5.3.1.36',)	1	1	"{""('SSF51658',)"": [""Q6D5T7""]}"
('5.3.1.37',)	1	1	"{""('SSF89623',)"": [""J0MXJ0""]}"
('5.3.1.4',)	1	1	"{""('SSF50443',)"": [""Q48433""]}"
('5.3.1.5',)	1	196	"{""('SSF51658',)"": [""P24300"", ""P00944"", ""P09033"", ""P12070"", ""P12851"", ""P15587"", ""P19148"", ""P22857"", ""P24299"", ""P37031"", ""P45687"", ""P50910"", ""P54273"", ""P0CI80"", ""P10654"", ""P21938"", ""P22842"", ""P26997"", ""P27157"", ""P29441"", ""P29443"", ""P30435"", ""P54272"", ""P56681"", ""P77832"", ""Q2SW40"", ""Q40082"", ""Q5GUF2"", ""Q6LUY7"", ""Q7UVG2"", ""Q89VC7"", ""Q8FCE3"", ""Q8PEW5"", ""Q8ZL90"", ""Q9CFG7"", ""Q9FKK7"", ""A0AF79"", ""A0JXN9"", ""A0KE56"", ""A1A0H0"", ""A1JT10"", ""A3N3K2"", ""A3PNM4"", ""A4IP67"", ""A4JSU5"", ""A4TS63"", ""A4W566"", ""A4WVT8"", ""A5CPC1"", ""A5ILR5"", ""A5UCZ3"", ""A5UIN7"", ""A5VPA1"", ""A6L792"", ""A6UD89"", ""A6VLM8"", ""A6VWH1"", ""A6X4G3"", ""A7FP68"", ""A7MNI5"", ""A7Z522"", ""A7ZTB2"", ""A8A623"", ""A8FE33"", ""A8G7W8"", ""A8LP53"", ""A9ARG7"", ""A9M9H3"", ""A9MUV0"", ""A9R5Q1"", ""B0BTI9"", ""B0CKM9"", ""B0K1L3"", ""B0RIF1"", ""B0UT19"", ""B1IZM7"", ""B1JH40"", ""B1KB47"", ""B1LB08"", ""B1LJC7"", ""B1X8I1"", ""B1Z405"", ""B2JFE9"", ""B2K7D2"", ""B2SA37"", ""B2T929"", ""B2U560"", ""B3DR33"", ""B3H2X9"", ""B3Q0R5"", ""B4ENA5"", ""B4SWK9"", ""B4T952"", ""B4TZ55"", ""B5EX72"", ""B5FLD6"", ""B5R4P8"", ""B5RGL6"", ""B5YVL8"", ""B5ZQV6"", ""B6I3D6"", ""B7L6Y0"", ""B7LTH9"", ""B7M3I8"", ""B7MES1"", ""B7N1L9"", ""B7NEL7"", ""B7NP65"", ""B7ULC6"", ""B8HA51"", ""B9JAF5"", ""B9JSR6"", ""B9K7G3"", ""B9KPP8"", ""B9MPG8"", ""C0Q1C2"", ""C0RHQ0"", ""C3K8E3"", ""C3M8Y0"", ""C4ZXF6"", ""C6DIH5"", ""E0TVS5"", ""O08325"", ""O82845"", ""P29442"", ""P44398"", ""Q022S9"", ""Q02Y75"", ""Q03HN1"", ""Q03TX3"", ""Q0B1U7"", ""Q0TBN7"", ""Q11EH9"", ""Q13RB8"", ""Q15PG0"", ""Q162B6"", ""Q1BG90"", ""Q1C0D3"", ""Q1CDB8"", ""Q1GKQ4"", ""Q1MBL8"", ""Q2GAB9"", ""Q2K433"", ""Q2NXR2"", ""Q2YMQ2"", ""Q31V53"", ""Q3BMF2"", ""Q3IYM4"", ""Q3KDW0"", ""Q3YVV0"", ""Q48J73"", ""Q4QLI2"", ""Q4UNZ4"", ""Q4UTU6"", ""Q4ZSF5"", ""Q57EI4"", ""Q57IG0"", ""Q5GYQ7"", ""Q5KYS6"", ""Q5LCV9"", ""Q5LV46"", ""Q5PLM6"", ""Q5WKJ3"", ""Q64U20"", ""Q65PY0"", ""Q663Y3"", ""Q6DB05"", ""Q6T6K9"", ""Q739D2"", ""Q7A9X4"", ""Q7C3R3"", ""Q7C637"", ""Q7N4P7"", ""Q880Z4"", ""Q8A9M2"", ""Q8ELU7"", ""Q8G204"", ""Q8G3Q1"", ""Q8P3H1"", ""Q8P9T9"", ""Q8PLL9"", ""Q8U7G6"", ""Q8YFX5"", ""Q8Z9Z1"", ""Q92LW9"", ""Q93HF3"", ""Q93RJ9"", ""Q98CR8"", ""Q9K993"", ""Q9KGU2"", ""Q9L0B8"", ""Q9L558"", ""Q9RFM4"", ""Q9S306"", ""Q9S3Z4"", ""Q9X1Z5""]}"
('5.3.1.7',)	1	3	"{""('SSF48208',)"": [""A0A077LPS9"", ""A0A0P9JFY5"", ""F2JVT6""]}"
('5.3.2.2',)	1	15	"{""('SSF56529',)"": [""F1MLX0"", ""P34673"", ""P53889"", ""P76004"", ""Q2KIB0"", ""Q6P2I3"", ""Q93ZE5"", ""Q96GK7"", ""Q9LUR3"", ""A3AJ77"", ""B2RYW9"", ""Q10B63"", ""Q3TC72"", ""Q6GLT8"", ""Q9P7L4""]}"
('5.3.2.3',)	1	1	"{""('SSF51182',)"": [""Q6T1W8""]}"
('5.3.2.6',)	1	9	"{""('SSF55331',)"": [""P70994"", ""Q01468"", ""P49172"", ""Q8KRR5"", ""Q8RQD2"", ""Q93JW0"", ""Q9RHM8"", ""Q9Z431"", ""Q9ZI54""]}"
('5.3.2.8',)	1	1	"{""('SSF54506',)"": [""Q88JY0""]}"
('5.3.3.1',)	1	3	"{""('SSF54427',)"": [""P07445"", ""P00947"", ""P77816""]}"
('5.3.3.10',)	1	1	"{""('SSF55331',)"": [""Q05354""]}"
('5.3.3.13',)	1	1	"{""('SSF51905',)"": [""Q8W257""]}"
('5.3.3.14',)	1	2	"{""('SSF52096',)"": [""Q8DR19"", ""Q8DSN0""]}"
